Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Predicted_Score
6,43,No,4,5,28.0,48.3
6,92,No,4,9,79.0,71.69999999999999
2,40,Yes,4,2,11.0,31.0
7,72,No,4,0,61.0,78.19999999999999
6,46,Yes,4,4,36.0,51.599999999999994
1,48,No,9,5,22.0,26.299999999999997
2,40,No,4,4,20.0,28.0
7,55,No,6,4,45.0,62.0
1,57,Yes,4,9,32.0,25.699999999999996
1,93,No,7,7,68.0,50.3
1,86,No,4,9,55.0,43.1
8,45,No,9,0,38.0,67.0
4,41,Yes,8,7,23.0,34.099999999999994
4,48,Yes,9,6,33.0,39.8
2,43,No,9,0,22.0,35.8
1,84,Yes,8,8,60.0,43.4
9,62,No,4,3,58.0,77.69999999999999
7,93,Yes,4,6,84.0,81.8
4,82,No,8,2,67.0,66.19999999999999
6,84,Yes,7,7,79.0,69.9
2,82,No,5,3,61.0,54.699999999999996
7,90,Yes,6,1,80.0,87.5
2,47,Yes,8,1,27.0,36.7
8,78,No,4,7,72.0,76.3
8,64,No,6,7,61.0,67.9
1,55,Yes,4,0,25.0,38.0
8,74,No,5,5,67.0,76.9
2,56,No,5,8,33.0,31.6
6,57,No,8,8,46.0,52.19999999999999
1,99,No,6,1,73.0,62.900000000000006
5,66,Yes,9,7,54.0,54.099999999999994
7,54,No,6,7,44.0,56.900000000000006
1,99,Yes,9,3,74.0,59.900000000000006
2,56,Yes,5,3,31.0,39.1
7,82,No,4,4,73.0,78.19999999999999
6,44,No,9,9,34.0,42.9
3,55,Yes,9,6,36.0,39.0
2,54,No,8,0,27.0,42.4
4,81,No,7,8,66.0,56.599999999999994
3,85,Yes,5,2,66.0,63.0
7,73,Yes,9,3,64.0,74.3
8,87,Yes,5,6,82.0,83.19999999999999
2,58,No,8,4,34.0,38.8
7,47,No,4,4,38.0,57.2
8,86,Yes,6,0,79.0,91.6
6,49,Yes,5,1,35.0,57.9
6,44,No,8,4,33.0,50.4
1,91,No,8,1,65.0,58.1
4,87,No,8,0,69.0,72.19999999999999
1,92,Yes,6,9,66.0,46.699999999999996
4,65,No,5,2,45.0,56.0
2,61,No,9,0,37.0,46.6
5,83,Yes,8,9,71.0,61.3
9,62,No,6,7,59.0,71.69999999999999
3,52,Yes,4,7,32.0,35.7
8,48,No,7,7,40.0,58.3
3,88,Yes,5,6,73.0,58.8
6,59,Yes,6,6,48.0,56.400000000000006
4,67,Yes,7,1,52.0,58.699999999999996
8,83,No,7,8,79.0,77.8
6,96,No,6,6,85.0,78.6
8,76,No,9,4,72.0,79.6
1,63,No,9,3,39.0,38.3
6,83,Yes,6,7,72.0,69.3
1,72,No,6,4,51.0,42.199999999999996
1,59,No,8,5,36.0,32.9
8,99,Yes,4,3,89.0,94.9
7,87,Yes,9,1,82.0,85.69999999999999
3,69,Yes,8,6,51.0,47.4
6,83,Yes,7,1,75.0,78.3
9,48,No,7,6,44.0,64.8
7,84,Yes,7,6,72.0,76.4
3,88,No,6,0,66.0,67.8
6,56,No,5,9,41.0,50.1
4,75,Yes,8,9,59.0,51.5
3,53,Yes,5,2,31.0,43.8
9,58,Yes,4,2,54.0,76.8
2,46,Yes,4,5,23.0,30.099999999999994
1,98,Yes,8,2,75.0,60.8
2,42,No,7,8,21.0,23.200000000000003
7,72,Yes,9,4,69.0,72.19999999999999
1,83,No,4,5,56.0,47.3
6,71,Yes,5,5,60.0,65.1
7,86,No,5,7,79.0,76.1
9,50,No,9,9,47.0,61.5
8,81,No,6,2,72.0,85.6
6,41,Yes,7,8,31.0,42.599999999999994
3,65,Yes,6,6,45.0,45.0
8,43,Yes,8,5,40.0,58.3
7,56,No,4,0,46.0,68.6
3,56,No,9,3,38.0,44.1
9,67,Yes,9,4,64.0,79.19999999999999
2,69,Yes,9,1,46.0,49.9
3,79,No,6,0,58.0,62.4
2,62,No,6,1,37.0,45.699999999999996
1,85,Yes,8,7,62.0,45.5
4,63,Yes,5,9,49.0,44.3
5,68,Yes,5,5,53.0,58.3
6,43,No,8,9,30.0,42.3
5,77,No,9,1,59.0,69.69999999999999
1,68,Yes,5,8,40.0,33.8
3,58,Yes,8,7,37.0,39.3
1,66,Yes,5,3,41.0,40.1
5,68,Yes,8,9,56.0,52.3
5,95,Yes,5,6,81.0,73.0
6,75,No,9,2,66.0,72.0
8,74,Yes,6,5,71.0,76.9
1,91,No,6,2,64.0,56.6
4,45,No,9,9,31.0,33.5
1,98,No,5,2,72.0,60.8
9,62,No,9,8,57.0,70.19999999999999
7,78,No,8,5,67.0,74.3
7,85,No,6,7,76.0,75.5
5,83,No,4,3,68.0,70.3
7,87,No,5,3,78.0,82.69999999999999
2,91,Yes,4,7,68.0,54.099999999999994
4,47,Yes,4,6,25.0,39.2
7,94,Yes,7,4,86.0,85.4
3,41,Yes,4,1,15.0,38.099999999999994
2,52,Yes,4,5,28.0,33.7
2,79,No,9,0,58.0,57.4
1,96,No,7,6,72.0,53.599999999999994
5,60,No,7,8,45.0,49.0
6,70,No,7,4,59.0,66.0
6,91,No,8,4,78.0,78.6
9,87,Yes,7,6,84.0,88.19999999999999
4,75,Yes,9,4,56.0,59.0
1,87,No,8,9,62.0,43.699999999999996
6,91,Yes,5,3,78.0,80.1
5,77,Yes,8,0,62.0,71.19999999999999
6,66,Yes,5,5,54.0,62.099999999999994
3,75,Yes,7,8,57.0,48.0
2,87,Yes,7,3,61.0,57.699999999999996
6,62,No,5,9,49.0,53.69999999999999
1,94,Yes,6,3,71.0,56.9
7,60,Yes,9,4,55.0,65.0
7,52,No,8,5,44.0,58.7
7,76,No,9,2,68.0,77.6
1,86,No,9,8,60.0,44.6
4,65,No,4,0,45.0,59.0
7,79,No,7,5,72.0,74.9
9,46,No,8,5,41.0,65.1
5,85,No,9,7,73.0,65.5
2,78,No,8,4,57.0,50.8
7,61,Yes,9,8,55.0,59.599999999999994
1,78,No,7,8,53.0,39.8
7,62,No,9,1,53.0,70.69999999999999
6,97,Yes,5,4,87.0,82.19999999999999
7,69,No,7,6,61.0,67.4
3,57,No,8,1,38.0,47.699999999999996
3,81,No,6,6,60.0,54.6
7,57,No,9,8,49.0,57.19999999999999
2,85,Yes,5,7,64.0,50.5
1,49,Yes,7,9,23.0,20.9
9,78,No,4,8,72.0,79.8
9,69,Yes,7,3,71.0,81.9
7,65,Yes,8,7,59.0,63.5
7,46,Yes,8,8,38.0,50.599999999999994
3,46,Yes,4,9,24.0,29.099999999999994
2,44,Yes,5,1,18.0,34.9
7,40,Yes,8,9,33.0,45.5
9,85,No,5,2,81.0,93.0
1,57,No,5,0,30.0,39.199999999999996
4,52,Yes,7,0,32.0,51.2
6,64,Yes,5,9,50.0,54.900000000000006
7,79,Yes,9,5,73.0,74.9
7,47,No,8,0,38.0,63.2
2,49,No,8,4,28.0,33.4
4,71,No,6,5,57.0,55.1
5,56,No,5,8,41.0,46.6
1,77,No,6,5,52.0,43.699999999999996
1,54,No,7,3,26.0,32.9
3,54,Yes,6,0,28.0,47.4
3,96,No,5,5,74.0,65.1
8,87,No,8,6,81.0,83.19999999999999
9,79,No,7,4,81.0,86.4
1,90,Yes,5,5,61.0,51.5
2,59,No,7,9,38.0,31.9
2,54,Yes,4,7,29.0,31.9
4,74,Yes,5,0,57.0,64.4
2,45,No,4,7,21.0,26.5
7,69,No,6,1,57.0,74.9
9,96,No,5,1,94.0,101.1
7,47,Yes,4,7,39.0,52.7
6,70,No,9,1,59.0,70.5
1,87,Yes,8,7,64.0,46.699999999999996
9,86,Yes,6,4,83.0,90.6
5,71,No,5,8,53.0,55.599999999999994
5,84,No,5,8,70.0,63.400000000000006
6,97,No,8,7,92.0,77.69999999999999
9,91,Yes,8,8,92.0,87.6
8,54,No,4,6,47.0,63.400000000000006
8,57,Yes,4,7,51.0,63.69999999999999
8,52,No,4,5,45.0,63.7
1,63,Yes,7,8,34.0,30.799999999999997
1,79,No,6,1,50.0,50.9
8,53,No,5,2,45.0,68.8
5,67,Yes,6,1,54.0,63.69999999999999
9,50,Yes,8,5,52.0,67.5
2,45,No,9,2,20.0,34.0
9,95,Yes,6,0,93.0,102.0
8,64,Yes,6,3,53.0,73.9
9,40,Yes,4,4,35.0,63.0
4,64,Yes,8,3,48.0,53.9
1,41,No,6,5,18.0,22.099999999999998
1,71,Yes,5,2,43.0,44.6
5,52,No,4,9,36.0,42.7
2,72,No,6,5,51.0,45.699999999999996
8,71,No,8,9,65.0,69.1
5,95,Yes,9,0,81.0,82.0
5,63,No,5,5,45.0,55.3
2,66,No,9,7,46.0,39.1
7,43,No,8,9,32.0,47.3
8,63,No,8,7,60.0,67.3
1,62,No,8,0,33.0,42.199999999999996
2,68,Yes,9,6,45.0,41.8
4,73,No,7,9,54.0,50.3
5,60,Yes,5,9,46.0,47.5
2,69,No,8,3,49.0,46.9
1,65,No,7,5,38.0,36.5
9,59,Yes,4,5,53.0,72.9
1,55,Yes,7,4,30.0,32.0
4,42,No,4,9,24.0,31.700000000000003
2,88,No,9,8,69.0,50.8
4,76,No,7,9,57.0,52.099999999999994
8,97,No,9,7,94.0,87.69999999999999
8,79,No,8,5,77.0,79.9
9,83,Yes,7,3,79.0,90.3
5,64,No,7,3,50.0,58.9
7,62,No,8,8,52.0,60.19999999999999
3,83,Yes,4,3,64.0,60.3
4,98,Yes,8,6,86.0,69.8
9,40,No,5,5,33.0,61.5
1,72,Yes,7,1,47.0,46.699999999999996
2,54,Yes,5,4,31.0,36.4
5,56,Yes,8,2,42.0,55.6
3,73,No,9,8,54.0,46.8
2,56,No,8,9,33.0,30.1
1,91,No,6,0,61.0,59.6
3,97,Yes,5,9,78.0,59.69999999999999
1,80,No,6,3,55.0,48.5
1,83,No,5,3,59.0,50.3
1,43,Yes,9,8,20.0,18.8
8,52,No,6,0,43.0,71.2
3,43,Yes,6,1,19.0,39.3
1,46,Yes,5,0,17.0,32.599999999999994
7,85,Yes,8,0,73.0,86.0
3,98,Yes,4,0,72.0,73.8
8,48,No,8,2,39.0,65.8
4,62,No,4,3,44.0,52.699999999999996
4,72,No,5,9,52.0,49.699999999999996
5,72,Yes,7,1,58.0,66.69999999999999
6,59,No,8,0,45.0,65.4
7,43,No,6,4,36.0,54.8
4,40,Yes,8,5,22.0,36.5
8,93,Yes,5,1,86.0,94.3
6,81,No,7,2,68.0,75.6
1,73,Yes,7,9,47.0,35.3
1,66,No,8,2,40.0,41.6
9,60,Yes,8,1,58.0,79.5
6,63,Yes,9,3,53.0,63.3
8,54,No,8,4,46.0,66.4
7,74,Yes,5,7,66.0,68.9
6,64,Yes,4,5,49.0,60.900000000000006
4,94,Yes,9,8,77.0,64.4
7,48,No,4,2,36.0,60.8
9,56,No,6,9,55.0,65.1
7,60,No,5,8,49.0,59.0
1,99,Yes,9,3,76.0,59.900000000000006
9,52,Yes,7,7,45.0,65.7
4,42,Yes,9,9,28.0,31.700000000000003
3,43,Yes,6,6,25.0,31.799999999999997
4,43,No,7,6,27.0,36.8
4,82,No,9,8,67.0,57.19999999999999
2,67,Yes,7,9,44.0,36.699999999999996
1,46,No,8,1,18.0,31.099999999999994
1,65,No,7,4,37.0,38.0
8,50,No,9,2,43.0,67.0
2,63,Yes,7,6,43.0,38.8
5,82,No,5,2,66.0,71.19999999999999
4,49,No,8,4,34.0,43.4
8,76,No,8,4,77.0,79.6
2,52,No,6,1,31.0,39.7
9,83,No,8,0,80.0,94.8
7,81,Yes,4,5,71.0,76.1
7,78,No,5,0,69.0,81.8
1,58,No,6,8,34.0,27.799999999999997
2,90,Yes,4,9,69.0,50.5
4,58,No,7,4,44.0,48.8
4,51,Yes,4,0,30.0,50.599999999999994
3,91,Yes,6,7,73.0,59.099999999999994
7,61,Yes,8,0,52.0,71.6
8,86,Yes,5,3,81.0,87.1
2,76,No,6,6,52.0,46.6
4,95,No,4,3,77.0,72.5
3,69,Yes,4,4,44.0,50.4
2,85,No,6,6,62.0,52.0
6,51,Yes,9,3,44.0,56.099999999999994
4,68,No,9,4,51.0,54.8
6,60,No,6,6,48.0,57.0
2,50,Yes,9,0,30.0,40.0
4,99,No,6,2,82.0,76.4
6,76,Yes,8,0,61.0,75.6
5,87,No,6,2,72.0,74.19999999999999
3,97,No,7,1,78.0,71.69999999999999
8,57,No,5,4,53.0,68.19999999999999
7,83,Yes,5,9,78.0,71.3
3,98,Yes,7,4,79.0,67.8
6,66,Yes,4,9,56.0,56.099999999999994
4,76,No,4,8,58.0,53.599999999999994
5,87,Yes,4,7,72.0,66.69999999999999
5,51,Yes,4,2,37.0,52.599999999999994
7,62,Yes,8,0,56.0,72.19999999999999
5,73,No,7,4,59.0,62.8
3,77,No,5,2,54.0,58.199999999999996
5,62,No,7,4,47.0,56.199999999999996
7,92,No,5,8,84.0,78.19999999999999
5,64,Yes,4,0,50.0,63.4
5,43,No,8,0,27.0,50.8
9,69,Yes,6,8,67.0,74.4
3,69,No,6,2,48.0,53.4
6,52,Yes,9,9,42.0,47.7
1,81,Yes,4,4,55.0,47.6
5,88,No,4,8,73.0,65.8
8,53,Yes,7,4,46.0,65.8
5,95,Yes,8,2,81.0,79.0
9,86,Yes,8,8,82.0,84.6
6,47,Yes,7,6,35.0,49.2
8,94,No,8,6,92.0,87.4
8,63,No,8,7,59.0,67.3
3,57,Yes,6,4,35.0,43.199999999999996
7,74,No,8,1,65.0,77.9
7,64,Yes,4,8,53.0,61.400000000000006
6,56,Yes,6,2,45.0,60.6
7,71,No,4,1,61.0,76.1
2,95,Yes,4,9,74.0,53.5
9,63,No,7,9,60.0,69.3
1,46,Yes,9,4,23.0,26.599999999999994
1,52,No,8,7,25.0,25.700000000000003
3,66,No,8,2,45.0,51.6
3,87,Yes,8,5,68.0,59.69999999999999
1,44,No,8,8,21.0,19.4
7,75,Yes,6,1,65.0,78.5
4,65,No,5,7,45.0,48.5
2,81,Yes,4,9,58.0,45.1
5,84,No,9,6,76.0,66.4
6,70,No,9,2,57.0,69.0
9,49,No,5,0,46.0,74.4
4,85,Yes,5,5,68.0,63.5
2,65,No,5,1,40.0,47.5
5,61,Yes,6,2,45.0,58.6
3,51,No,5,4,31.0,39.599999999999994
2,71,No,6,7,50.0,42.1
1,66,Yes,7,1,43.0,43.1
2,72,No,7,5,50.0,45.699999999999996
6,92,Yes,9,0,80.0,85.19999999999999
8,91,Yes,7,6,90.0,85.6
3,59,Yes,6,3,38.0,45.9
9,78,Yes,6,0,73.0,91.8
9,80,Yes,4,8,78.0,81.0
2,79,No,5,8,54.0,45.4
8,98,Yes,8,2,92.0,95.8
5,52,No,8,5,39.0,48.7
4,53,Yes,5,6,41.0,42.8
5,83,Yes,8,3,71.0,70.3
4,79,No,8,5,65.0,59.900000000000006
8,92,No,8,8,87.0,83.19999999999999
4,61,Yes,9,9,47.0,43.1
6,57,Yes,6,5,42.0,56.69999999999999
2,87,No,6,6,62.0,53.199999999999996
5,68,No,6,5,54.0,58.3
6,82,Yes,5,6,71.0,70.19999999999999
5,55,Yes,7,0,42.0,58.0
2,85,Yes,9,5,64.0,53.5
7,74,No,9,8,70.0,67.4
4,92,Yes,8,2,77.0,72.19999999999999
8,73,No,4,5,62.0,76.3
7,42,No,6,3,28.0,55.7
7,43,Yes,9,6,36.0,51.8
9,93,Yes,9,6,92.0,91.8
1,44,No,4,8,18.0,19.4
6,49,Yes,8,3,37.0,54.9
6,91,Yes,9,7,81.0,74.1
6,68,No,9,7,57.0,60.3
6,71,Yes,7,7,61.0,62.099999999999994
7,70,No,4,7,62.0,66.5
6,41,No,8,5,27.0,47.099999999999994
1,51,Yes,8,7,26.0,25.099999999999994
3,66,No,6,5,48.0,47.1
2,44,No,7,9,18.0,22.9
6,76,Yes,8,1,66.0,74.1
8,66,No,7,2,59.0,76.6
3,62,Yes,6,5,41.0,44.699999999999996
8,72,No,4,6,64.0,74.19999999999999
8,43,No,9,3,40.0,61.3
5,98,No,9,0,84.0,83.8
8,60,No,5,3,51.0,71.5
6,63,No,5,5,49.0,60.3
5,83,No,5,7,67.0,64.3
9,70,No,9,3,70.0,82.5
7,83,Yes,7,9,75.0,71.3
8,87,No,5,0,80.0,92.19999999999999
1,63,Yes,4,4,35.0,36.8
2,88,No,8,6,65.0,53.8
8,92,No,7,5,86.0,87.69999999999999
9,49,Yes,9,2,45.0,71.4
4,88,Yes,4,6,69.0,63.8
9,88,Yes,9,3,86.0,93.3
4,89,No,7,4,75.0,67.4
9,41,Yes,7,6,39.0,60.599999999999994
7,70,No,7,1,59.0,75.5
2,64,No,6,3,42.0,43.9
9,43,Yes,8,3,42.0,66.3
4,90,No,5,5,70.0,66.5
8,50,Yes,6,6,48.0,61.0
7,56,Yes,8,3,49.0,64.1
7,83,Yes,9,9,78.0,71.3
8,41,Yes,5,0,34.0,64.6
1,45,No,6,0,18.0,32.0
5,48,No,6,4,33.0,47.8
2,44,Yes,4,0,20.0,36.4
2,59,Yes,6,2,35.0,42.4
1,68,No,7,8,46.0,33.8
5,60,No,9,2,42.0,58.0
2,48,Yes,6,2,23.0,35.8
4,67,No,7,8,51.0,48.199999999999996
3,94,No,8,4,75.0,65.4
3,47,No,8,7,27.0,32.7
2,70,No,7,9,48.0,38.5
6,59,Yes,4,8,45.0,53.400000000000006
2,66,No,4,5,40.0,42.1
8,47,Yes,8,6,42.0,59.2
8,93,Yes,9,6,90.0,86.8
5,60,Yes,6,6,45.0,52.0
7,67,No,8,3,55.0,70.69999999999999
4,62,No,8,1,45.0,55.699999999999996
1,45,Yes,7,1,20.0,30.5
2,42,No,4,6,15.0,26.200000000000003
4,44,Yes,9,9,28.0,32.9
1,48,Yes,7,6,25.0,24.799999999999997
8,46,No,8,9,39.0,54.099999999999994
9,99,No,5,6,96.0,95.4
4,43,No,6,7,24.0,35.3
3,78,Yes,8,2,63.0,58.8
2,44,Yes,7,4,19.0,30.4
5,50,No,5,5,31.0,47.5
3,54,Yes,5,7,35.0,36.9
7,73,Yes,8,7,65.0,68.3
6,52,Yes,9,9,41.0,47.7
1,93,No,4,2,65.0,57.8
8,87,No,5,3,83.0,87.69999999999999
2,46,No,6,5,22.0,30.099999999999994
5,79,Yes,7,3,68.0,67.9
9,45,No,7,9,40.0,58.5
8,95,Yes,7,3,92.0,92.5
2,78,Yes,8,4,54.0,50.8
9,89,Yes,7,9,90.0,84.9
5,69,No,7,6,57.0,57.400000000000006
6,61,Yes,6,1,47.0,65.1
3,64,No,4,1,43.0,51.9
3,67,Yes,9,9,50.0,41.699999999999996
8,93,No,8,8,91.0,83.8
2,59,No,8,3,34.0,40.9
2,78,No,7,4,54.0,50.8
5,42,No,6,2,26.0,47.2
6,44,No,5,1,34.0,54.9
2,40,No,7,9,18.0,20.5
5,54,No,7,7,38.0,46.9
7,65,No,8,3,57.0,69.5
8,42,Yes,8,0,34.0,65.2
7,79,Yes,7,5,68.0,74.9
8,96,Yes,8,5,92.0,90.1
9,80,Yes,6,1,77.0,91.5
5,86,Yes,5,1,71.0,75.1
5,81,No,5,7,67.0,63.099999999999994
4,73,No,5,6,59.0,54.8
9,91,No,7,1,91.0,98.1
5,44,No,9,9,29.0,37.9
2,70,No,7,0,48.0,52.0
8,90,Yes,7,7,90.0,83.5
7,52,Yes,6,9,48.0,52.7
8,82,No,5,1,77.0,87.69999999999999
3,40,Yes,8,4,20.0,33.0
4,61,Yes,8,5,42.0,49.1
5,54,No,4,9,37.0,43.9
6,65,No,4,0,52.0,69.0
1,57,Yes,9,1,33.0,37.699999999999996
4,87,Yes,8,9,72.0,58.69999999999999
5,48,No,5,3,34.0,49.3
7,40,Yes,7,1,33.0,57.5
5,82,No,8,5,71.0,66.69999999999999
1,48,Yes,9,3,25.0,29.299999999999997
7,62,Yes,9,2,55.0,69.19999999999999
8,82,No,8,5,76.0,81.69999999999999
7,84,Yes,4,8,76.0,73.4
4,97,No,5,7,81.0,67.69999999999999
8,41,Yes,8,1,35.0,63.099999999999994
5,53,Yes,7,2,35.0,53.8
9,77,No,7,1,74.0,89.69999999999999
5,79,Yes,6,9,66.0,58.900000000000006
1,57,No,7,6,31.0,30.199999999999996
9,55,No,8,8,54.0,66.0
5,92,Yes,8,0,79.0,80.19999999999999
6,68,No,7,2,58.0,67.8
4,83,No,4,5,66.0,62.3
6,50,No,5,3,36.0,55.5
8,45,Yes,9,9,44.0,53.5
3,42,No,8,9,26.0,26.700000000000003
5,53,No,7,0,37.0,56.8
2,99,Yes,9,8,82.0,57.400000000000006
2,41,No,7,6,18.0,25.599999999999994
7,71,No,8,6,66.0,68.6
6,70,No,6,0,60.0,72.0
4,50,Yes,5,8,32.0,38.0
5,61,Yes,8,7,51.0,51.1
1,42,Yes,9,9,18.0,16.7
7,89,Yes,7,4,82.0,82.4
8,70,Yes,6,3,66.0,77.5
9,72,Yes,8,0,69.0,88.19999999999999
8,63,No,5,8,59.0,65.8
5,40,Yes,6,7,26.0,38.5
3,83,Yes,9,1,63.0,63.3
9,54,Yes,7,3,52.0,72.9
6,76,Yes,4,3,66.0,71.1
5,66,No,5,6,51.0,55.599999999999994
3,77,No,6,2,54.0,58.199999999999996
6,87,Yes,8,7,77.0,71.69999999999999
3,66,No,8,6,45.0,45.6
6,83,Yes,6,9,77.0,66.3
4,51,No,8,3,32.0,46.099999999999994
2,42,Yes,6,8,15.0,23.200000000000003
8,69,Yes,5,5,62.0,73.9
4,71,Yes,8,2,55.0,59.6
9,62,Yes,5,6,59.0,73.19999999999999
7,41,No,7,5,32.0,52.099999999999994
2,46,Yes,7,7,21.0,27.099999999999994
4,73,No,7,4,56.0,57.8
5,71,No,7,5,55.0,60.099999999999994
3,92,No,8,0,74.0,70.19999999999999
9,78,Yes,6,7,74.0,81.3
5,71,No,8,0,56.0,67.6
2,82,No,9,2,58.0,56.199999999999996
3,82,No,8,1,64.0,62.69999999999999
9,53,Yes,5,5,49.0,69.3
7,42,No,6,7,31.0,49.7
2,85,Yes,4,7,64.0,50.5
9,71,No,4,6,63.0,78.6
4,82,No,6,6,66.0,60.19999999999999
9,75,Yes,4,7,73.0,79.5
2,56,Yes,6,4,38.0,37.6
4,87,No,5,2,70.0,69.19999999999999
5,42,Yes,5,1,27.0,48.7
2,96,No,8,2,72.0,64.6
1,49,No,4,2,21.0,31.4
7,92,Yes,6,6,85.0,81.19999999999999
1,86,Yes,5,0,62.0,56.6
8,79,Yes,8,6,73.0,78.4
3,57,No,4,5,32.0,41.699999999999996
6,42,No,4,9,30.0,41.7
7,78,No,4,1,64.0,80.3
1,49,Yes,5,9,25.0,20.9
6,91,Yes,5,0,82.0,84.6
7,48,Yes,4,8,41.0,51.8
6,85,No,5,1,71.0,79.5
4,94,Yes,4,3,79.0,71.9
1,85,Yes,7,8,59.0,44.0
9,50,No,5,8,45.0,63.0
4,99,Yes,6,0,84.0,79.4
7,72,Yes,5,1,62.0,76.69999999999999
7,75,No,4,1,65.0,78.5
2,65,No,6,1,43.0,47.5
1,66,No,8,7,39.0,34.1
8,77,No,6,7,70.0,75.69999999999999
8,61,No,6,9,54.0,63.099999999999994
7,65,No,5,7,55.0,63.5
8,61,Yes,9,3,55.0,72.1
3,44,Yes,6,7,25.0,30.9
2,74,No,6,6,52.0,45.4
7,41,No,4,7,31.0,49.099999999999994
8,74,Yes,5,0,68.0,84.4
1,48,No,4,2,19.0,30.799999999999997
9,90,No,5,9,87.0,85.5
4,90,Yes,8,5,71.0,66.5
4,88,Yes,9,0,74.0,72.8
3,57,No,6,3,35.0,44.699999999999996
6,82,No,5,8,69.0,67.19999999999999
1,51,Yes,6,6,24.0,26.599999999999994
6,42,No,6,0,29.0,55.2
2,57,Yes,7,5,34.0,36.699999999999996
9,95,Yes,4,5,93.0,94.5
2,77,No,9,1,52.0,54.699999999999996
7,46,Yes,5,5,37.0,55.099999999999994
1,72,Yes,8,9,49.0,34.699999999999996
7,45,Yes,9,1,38.0,60.5
5,57,No,7,7,44.0,48.699999999999996
8,84,No,4,6,75.0,81.4
4,61,No,8,5,44.0,49.1
7,90,Yes,8,9,84.0,75.5
6,78,Yes,6,5,65.0,69.3
5,90,No,4,8,75.0,67.0
4,48,Yes,7,8,29.0,36.8
7,74,Yes,5,9,67.0,65.9
5,62,No,5,9,50.0,48.699999999999996
5,51,Yes,7,1,38.0,54.099999999999994
1,91,Yes,6,2,66.0,56.6
2,63,Yes,6,9,42.0,34.3
5,89,Yes,8,6,76.0,69.4
3,79,Yes,4,9,64.0,48.9
2,48,Yes,8,8,26.0,26.799999999999997
4,52,No,5,5,31.0,43.7
4,79,No,7,0,63.0,67.4
4,93,Yes,4,6,77.0,66.8
4,81,No,7,0,61.0,68.6
3,56,No,4,4,33.0,42.6
7,46,No,9,8,39.0,50.599999999999994
9,56,Yes,5,9,52.0,65.1
5,94,No,5,9,82.0,67.9
4,89,Yes,9,8,73.0,61.400000000000006
2,63,No,4,0,37.0,47.8
2,41,No,6,5,16.0,27.099999999999994
5,74,Yes,4,2,59.0,66.4
7,67,No,5,8,59.0,63.19999999999999
9,58,Yes,7,2,56.0,76.8
7,72,No,8,1,59.0,76.69999999999999
5,60,No,7,7,46.0,50.5
6,92,No,5,2,80.0,82.19999999999999
3,49,No,7,4,30.0,38.4
5,92,Yes,6,5,78.0,72.69999999999999
8,85,Yes,6,9,81.0,77.5
1,84,No,4,9,57.0,41.9
1,48,Yes,7,0,24.0,33.8
7,77,No,7,6,66.0,72.19999999999999
5,45,Yes,5,6,31.0,43.0
5,90,Yes,4,4,73.0,73.0
1,92,Yes,4,8,66.0,48.199999999999996
9,81,No,7,1,78.0,92.1
1,94,Yes,8,4,66.0,55.4
5,74,Yes,7,1,57.0,67.9
9,57,No,7,1,50.0,77.69999999999999
4,92,No,7,8,77.0,63.19999999999999
8,58,No,6,6,54.0,65.8
6,44,Yes,9,3,30.0,51.9
3,64,Yes,4,7,43.0,42.9
4,50,Yes,9,3,34.0,45.5
2,49,Yes,6,0,26.0,39.4
1,56,Yes,8,9,36.0,25.1
8,75,Yes,5,2,69.0,82.0
1,65,No,8,9,39.0,30.5
1,70,Yes,4,0,44.0,47.0
4,71,Yes,5,1,56.0,61.1
6,60,Yes,9,1,47.0,64.5
9,57,No,8,6,56.0,70.19999999999999
1,99,Yes,4,3,73.0,59.900000000000006
7,57,No,8,9,48.0,55.69999999999999
5,40,Yes,5,8,24.0,37.0
8,53,No,5,1,49.0,70.3
7,47,No,8,8,41.0,51.2
4,41,No,6,5,24.0,37.099999999999994
4,90,Yes,8,9,72.0,60.5
6,54,No,9,7,45.0,51.9
6,99,Yes,8,6,92.0,80.4
9,73,No,8,7,68.0,78.3
5,75,Yes,6,8,62.0,58.0
8,40,No,7,7,36.0,53.5
5,90,No,5,5,77.0,71.5
2,60,Yes,9,7,40.0,35.5
6,81,No,4,7,69.0,68.1
9,40,Yes,5,1,38.0,67.5
3,71,No,5,1,50.0,56.1
1,59,No,7,0,33.0,40.4
1,93,Yes,5,9,69.0,47.3
3,86,Yes,5,1,63.0,65.1
5,75,Yes,6,6,59.0,61.0
3,78,No,6,2,54.0,58.8
9,69,Yes,6,3,65.0,81.9
8,46,Yes,6,3,41.0,63.099999999999994
3,61,No,6,3,41.0,47.1
9,96,Yes,9,1,94.0,101.1
6,89,Yes,4,5,80.0,75.9
7,84,No,7,0,74.0,85.4
4,49,No,8,4,33.0,43.4
4,95,No,9,1,78.0,75.5
2,47,No,6,8,21.0,26.200000000000003
5,66,No,7,1,49.0,63.099999999999994
8,49,Yes,8,5,43.0,61.900000000000006
7,53,No,5,3,40.0,62.3
7,85,No,9,5,77.0,78.5
6,98,No,5,1,84.0,87.3
3,91,Yes,7,1,74.0,68.1
5,93,Yes,4,6,78.0,71.8
1,50,Yes,4,2,21.0,32.0
7,45,Yes,7,2,34.0,59.0
9,60,No,4,6,54.0,72.0
